ORDER_NO;LINE_NO;RELEASE_NO;ORDER_DATE;REQUISITION_NO;VENDOR_NO;VENDOR_NAME;PART_NO;PART_DESCRIPTION;COMPANY_NAME;BILLING_ADDRESS;NAMA_PIC_BILLING;TELEPHONE_PIC_BILLING;SHIPPING_ADDRESS;FULL_NAME_PIC_SHIPPING;BUY_QTY_DUE;WANTED_RECEIPT_DATE;TERM;ORDER_FOR;DELIVERY_TERMS_DESC;PO_TRANSPORT;REVISION;HEADER_STATUS;LINE_STATUS
LTT21001171;2;1;2021/04/17 10:30:25.000;LTT210000013;52894;DAYA INTI TEKNIK;111110105;MATA SHOCK;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK LTT1, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 2.0;2021/05/05 00:00:00.000;7 days after invoice received;Ayarwillem;FRANCO;TIDAK ADA; 0.0;Received;Confirmed
KED21001959;1;1;2021/05/12 11:08:05.000;KED210000560;58171;INDARWATI;700026106;JASA CLEANING SERVICE (SITE);PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR KED, DESA MARAH HALOQ, KECAMATAN TELEN, SANGATA - KUTAI TIMUR, KALIMANTAN TIMUR;KED1-SAWIT(INTI+PKS); 2.0;2021/05/12 00:00:00.000;7 days after invoice received;GA;FRANCO;TIDAK ADA; 0.0;Confirmed;Confirmed
LTT21001853;10;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;171910991;SEAL TIPE;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 4.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;9;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;111030582;LEM FOX;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 5.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;8;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;111030871;ISOLASI LISTRIK;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 10.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;7;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;171150001;BUSI / SPARK PLUG;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 1.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;6;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;121050021;Tabung Gas;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 1.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;5;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;111032316;LEM KOREA;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 1.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;4;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;111032049;GALON AIR;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 1.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;3;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;171080551;BAUT + MUR;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 8.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;2;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;171080550;BAUT + MUR;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 4.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
LTT21001853;1;1;2021/07/29 07:31:46.000;LTT210000908;14189;KARYA LESTARI;171040300;DEEP GROOVE BALL BEARING SINGLE ROW;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL LTT, DESA TOWIORA, KECAMATAN RIO PAKAVA, KABUPATEN DONGGALA, SULAWESI TENGAH;LTT1-SAWIT(INTI+PKS); 4.0;2021/06/30 00:00:00.000;7 days after invoice received;TEK-SUP;FRANCO;TIDAK ADA; 0.0;Released;Released
SDI21002841;1;1;2021/08/12 07:58:11.000;SDI210001926;17088;SUMBER AGUNG;700023101;RM KENDARAAN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR SDI, KANTOR BESAR, DESA SUNGAI BENGKUANG, PANGKALAN BANTENG, KOBAR, KOTAWARINGIN BARAT, KALIMANTAN TENGAH;SDI1-SAWIT(INTI+PKS); 1.0;2021/11/11 00:00:00.000;7 days after invoice received;D MAX PATROLI;FRANCO;TIDAK ADA; 0.0;Released;Released
SDI21002842;1;1;2021/08/12 07:58:22.000;SDI210001991;49806;SUBAKIR;700023101;RM KENDARAAN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR SDI, KANTOR BESAR, DESA SUNGAI BENGKUANG, PANGKALAN BANTENG, KOBAR, KOTAWARINGIN BARAT, KALIMANTAN TENGAH;SDI1-SAWIT(INTI+PKS); 1.0;2021/11/11 00:00:00.000;7 days after invoice received;D MAX PATROLI;FRANCO;TIDAK ADA; 0.0;Released;Released
SDI21002843;1;1;2021/08/12 07:58:32.000;SDI210001992;49806;SUBAKIR;700023101;RM KENDARAAN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR SDI, KANTOR BESAR, DESA SUNGAI BENGKUANG, PANGKALAN BANTENG, KOBAR, KOTAWARINGIN BARAT, KALIMANTAN TENGAH;SDI1-SAWIT(INTI+PKS); 1.0;2021/11/11 00:00:00.000;7 days after invoice received;GENZET OG;FRANCO;TIDAK ADA; 0.0;Released;Released
SYM21000443;1;1;2021/08/12 07:37:04.000;SYM210000347;18358;WIRA MEGAH PROFITAMAS;700023101;RM KENDARAAN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR SYM, DESA SIDOMULYO, PANGKALAN BANTENG, KOTAWARINGIN BARAT, KALIMANTAN TENGAH;SYM1-SAWIT(INTI+PKS); 1.0;2021/11/11 00:00:00.000;7 days after invoice received;HILUX PABRIK MP001;FRANCO;TIDAK ADA; 0.0;Released;Released
SYM21000444;1;1;2021/08/12 07:37:26.000;SYM210000348;18358;WIRA MEGAH PROFITAMAS;700023101;RM KENDARAAN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR SYM, DESA SIDOMULYO, PANGKALAN BANTENG, KOTAWARINGIN BARAT, KALIMANTAN TENGAH;SYM1-SAWIT(INTI+PKS); 1.0;2021/11/11 00:00:00.000;7 days after invoice received;HILUX PABRIK MP001;FRANCO;TIDAK ADA; 0.0;Released;Released
SYM21000445;1;1;2021/08/12 07:37:38.000;SYM210000391;12807;PANCA DUTA PERKASA;700023102;RM MESIN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR SYM, DESA SIDOMULYO, PANGKALAN BANTENG, KOTAWARINGIN BARAT, KALIMANTAN TENGAH;SYM1-SAWIT(INTI+PKS); 1.0;2021/11/11 00:00:00.000;7 days after invoice received;GENZET CADANGAN GSYM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004420;3;1;2021/08/12 08:58:10.000;NAL210000912;16943;ALFA TEHNIK;171550013;ISOLASI SCOTCH;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 10.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004420;2;1;2021/08/12 08:58:10.000;NAL210000711;16943;ALFA TEHNIK;171580864;BOLAM LAMPU HPIT;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 10.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004420;1;1;2021/08/12 08:58:10.000;NAL210000346;16943;ALFA TEHNIK;111034607;CONTACT CLEANER;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 10.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM ELEKTRICK;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;8;1;2021/08/12 08:58:04.000;NAL210000885;16943;ALFA TEHNIK;173800068;Stop Kontak;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 15.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;7;1;2021/08/12 08:58:04.000;NAL210000802;16943;ALFA TEHNIK;171580192;LAMPU TL;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 30.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;6;1;2021/08/12 08:58:04.000;NAL210000802;16943;ALFA TEHNIK;171550012;ISOLASI PITA;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 15.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;5;1;2021/08/12 08:58:04.000;NAL210000802;16943;ALFA TEHNIK;111030657;ISOLASI UNIBEL;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 30.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;4;1;2021/08/12 08:58:04.000;NAL210000711;16943;ALFA TEHNIK;171580429;LAMPU TL;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 30.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;3;1;2021/08/12 08:58:04.000;NAL210000711;16943;ALFA TEHNIK;111060047;PRESPAN PLASTIK;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 10.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;2;1;2021/08/12 08:58:04.000;NAL210000711;16943;ALFA TEHNIK;111060039;PRESPAN PLASTIK;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 10.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004421;1;1;2021/08/12 08:58:04.000;NAL210000711;16943;ALFA TEHNIK;111060030;PRESPAN KERTAS;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 5.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004422;1;1;2021/08/12 08:57:57.000;NAL210000711;11175;NAGA JAYA DIESEL;111050049;MATA BOR;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 2.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
NAL21004423;1;1;2021/08/12 08:57:49.000;NAL210000711;11175;NAGA JAYA DIESEL;111030194;PAHAT BUBUT POTONG;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);GDG PABRIK NAL1, DESA BATU TATAL, KEC. NANGA BULIK, KABUPATEN LAMANDAU, LAMANDAU, KALIMANTAN TENGAH;NAL1-SAWIT(INTI+PKS); 8.0;2021/08/31 00:00:00.000;7 days after invoice received;PO RM;FRANCO;TIDAK ADA; 0.0;Released;Released
EDI21002846;2;1;2021/08/12 13:32:25.000;EDI210001843;31069;BINA BUSANA INTERNUSA;111034974;WING KOMPETISI SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;EDI1-SAWIT(INTI+PKS); 69.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
EDI21002846;1;1;2021/08/12 13:32:25.000;EDI210001843;31069;BINA BUSANA INTERNUSA;111034973;PIN / LENCANA SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;EDI1-SAWIT(INTI+PKS); 69.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
KTS21001762;2;1;2021/08/12 13:32:53.000;KTS210001207;31069;BINA BUSANA INTERNUSA;111034974;WING KOMPETISI SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;KTS1-SAWIT(INTI+PKS); 27.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
KTS21001762;1;1;2021/08/12 13:32:53.000;KTS210001207;31069;BINA BUSANA INTERNUSA;111034973;PIN / LENCANA SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;KTS1-SAWIT(INTI+PKS); 27.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
SAI21001986;2;1;2021/08/12 13:33:59.000;SAI210001192;31069;BINA BUSANA INTERNUSA;111034974;WING KOMPETISI SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;SAI1-SAWIT(INTI+PKS); 46.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
SAI21001986;1;1;2021/08/12 13:33:59.000;SAI210001192;31069;BINA BUSANA INTERNUSA;111034973;PIN / LENCANA SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;SAI1-SAWIT(INTI+PKS); 46.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
SAL21008379;2;1;2021/08/12 13:34:38.000;SAL210002467;31069;BINA BUSANA INTERNUSA;111034974;WING KOMPETISI SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;SAL1-SAWIT(INTI+PKS); 80.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
SAL21008379;1;1;2021/08/12 13:34:38.000;SAL210002467;31069;BINA BUSANA INTERNUSA;111034973;PIN / LENCANA SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;SAL1-SAWIT(INTI+PKS); 80.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
KTU21001786;2;1;2021/08/12 13:33:18.000;KTU210001109;31069;BINA BUSANA INTERNUSA;111034974;WING KOMPETISI SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;KTU1-SAWIT(INTI+PKS); 40.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
KTU21001786;1;1;2021/08/12 13:33:18.000;KTU210001109;31069;BINA BUSANA INTERNUSA;111034973;PIN / LENCANA SATPAM;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);HO3, JL. PULOAYANG RAYA BLOK OR I, KAWASAN INDUSTRI PULOGADUNG, JAKARTA TIMUR 13930, DKI JAKARTA;KTU1-SAWIT(INTI+PKS); 40.0;2021/09/11 00:00:00.000;14 days after invoice received;;FRANCO;TIDAK ADA; 0.0;Released;Released
EDI21002843;1;1;2021/08/12 17:30:31.000;EDI210001517;57062;IWAN MOTOR;700023101;RM KENDARAAN;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);KTR BESAR EDI, DESA KOTA LAMA, KEC. KUNTO DARUSSALAM, KAB. ROKAN HULU, RIAU;EDI1-SAWIT(INTI+PKS); 26.0;2021/09/21 00:00:00.000;30 days after invoice received;DUMP ARMROLL;FRANCO;TIDAK ADA; 0.0;Released;Released
EDI21002844;20;1;2021/08/12 17:35:44.000;EDI210001717;43085;MITRA AGRO PERSADA;171047734;BEARING HUB INN FRT,TBR54;PT Astra Argo Lestari Tbk;Jl Pulo Ayang Raya Blok OR-1, Kawasan Industri Pulogadung, Jakarta Timur, Jakarta 13930;PT Astra Argo Lestari Tbk;(021) 4616555(Hunting);SENTRAL EDI, DESA KOTA LAMA, KEC. KUNTO DARUSSALAM, KAB. ROKAN HULU, RIAU;EDI1-SAWIT(INTI+PKS); 2.0;2021/08/23 00:00:00.000;30 days after invoice received;MOBIL SERVICE CAR;FRANCO;TIDAK ADA; 0.0;Released;Released
